Names,Scores
N2,0.959442828530424
H2,0.961129439057045
H,0.995844385962781
O,0.990640465988801
O2,0.664925833440903
OH,0.989751144398366
H2O,0.487097965932919
HO2,0.919692462967708
H2O2,0.949703168255181
N,0.978452361212169
NO,0.222144569087574
NH,0.993716564508738
NH2,0.995259383820796
HNO,0.992684271699511
H2NN,0.874285556419059
NO2,0.772928329037809
N2O',0.265335290497486
NNH,0.996905352300191
HONO,0.892126507045515
HONO2,0.248644089987484
T,0.427003497374537
