Names,Scores
N2,0.97598807015362
H2,0.981368629614221
H,0.996846469690064
O,0.992069064385313
O2,0.742533251931399
OH,0.992770543738845
H2O,0.463415639448954
HO2,0.942940426029979
H2O2,0.961473710251047
N,0.980386470533515
NO,0.247888516581442
NH,0.996443588793087
NH2,0.996416786547138
HNO,0.9961038156418
H2NN,0.866366097227303
NO2,0.873140022367481
N2O',0.519645791576991
NNH,0.997828304081517
HONO,0.936537896331035
HONO2,0.287649296631501
T,0.430387813578418
