Names,Scores
N2,0.964975233557409
H2,0.688361683569507
H,0.994680902465929
O,0.985179876957207
O2,0.772971918872253
OH,0.966436806265547
H2O,0.742591581951635
HO2,0.775331262443823
H2O2,0.816942706886709
N,0.965717971220205
NO,0.629585311671472
NH,0.98744699709832
NH2,0.992424046226578
HNO,0.964111902263305
H2NN,0.947590854721747
NO2,0.554757311610161
N2O',0.539070555493738
NNH,0.984731349380263
HONO,0.961798233204555
HONO2,0.333627464335776
T,0.764269377327121
