Names,Scores
N2,0.999271514786167
H2,0.949730233744954
H,0.995793628004104
O,0.994269233351234
O2,0.863345661787845
OH,0.997959142440455
H2O,0.835770527858897
HO2,0.945294218089124
H2O2,0.975303585321303
N,0.987187850090442
NO,0.87223693547308
NH,0.996034725866384
NH2,0.998585001953799
HNO,0.989134457494072
H2NN,0.980395750099561
NO2,0.405136866881739
N2O',0.655150948147285
NNH,0.996249050442886
HONO,0.92742101841055
HONO2,0.425534547265011
T,0.842587111371011
