Names,Scores
N2,0.998165557918721
H2,0.896504211903335
H,0.995789021589103
O,0.993794358104952
O2,0.863086880546851
OH,0.985709486629974
H2O,0.835685347593844
HO2,0.881292762600481
H2O2,0.95609350892933
N,0.98718756108789
NO,0.860735105616836
NH,0.988510291687472
NH2,0.992643203425057
HNO,0.988466472434851
H2NN,0.894065441044339
NO2,0.379775184934133
N2O',0.405777282981407
NNH,0.994581027655468
HONO,0.793225560680267
HONO2,0.181132264187241
T,0.842563197747598
