Names,Scores
N2,0.781347151410713
H2,0.47127954614093
H,0.930650454143531
O,0.978879120227235
O2,0.753397554519705
OH,0.791652752734515
H2O,0.712668437837941
HO2,0.617120435060128
H2O2,0.595365757723073
N,0.905678033734271
NO,0.616321821460878
NH,0.962852188035706
NH2,0.981747110353395
HNO,0.835694789489723
H2NN,0.573432880947029
NO2,0.533847018765038
N2O',0.523224306633023
NNH,0.952171414347966
HONO,0.609241302763444
HONO2,0.214649032676102
T,0.738147580557664
