Names,Scores
N2,0.999455875759673
H2,0.979585617585835
H,0.997939955126261
O,0.997923207898975
O2,0.89177247605408
OH,0.998772864825748
H2O,0.841043134341577
HO2,0.98554892000958
H2O2,0.994573353760823
N,0.995774770873542
NO,0.784795110329913
NH,0.999073085867043
NH2,0.998069480194691
HNO,0.993081902929718
H2NN,0.954399513377366
NO2,0.798437485811455
N2O',0.813329465186966
NNH,0.997425151383334
HONO,0.968851507812617
HONO2,0.625785016879702
T,0.83498199557093
