Names,Scores
N2,0.421957195643805
H2,0.879653655111539
H,0.990229619875176
O,0.985256760606965
O2,0.420430721178261
OH,0.966696044149122
H2O,0.309469068545803
HO2,0.823462282732933
H2O2,0.875072599032768
N,0.967822385604758
NO,0.16639044529141
NH,0.983763514755624
NH2,0.990549806744334
HNO,0.968002922481553
H2NN,0.83980897363934
NO2,0.342173432584419
N2O',0.220915375804187
NNH,0.991922140204266
HONO,0.622524885958952
HONO2,0.162546644199924
T,0.284448864077838
