Names,Scores
N2,0.980322368305247
H2,0.894169381345913
H,0.994835486544806
O,0.987955809415736
O2,0.49711680976932
OH,0.983229568580357
H2O,0.375046320674892
HO2,0.826903732199238
H2O2,0.902700164209779
N,0.974297789055118
NO,0.283993022011205
NH,0.986086685507448
NH2,0.99237968522266
HNO,0.987674593286164
H2NN,0.893617088295947
NO2,0.344258849854011
N2O',0.245917701631777
NNH,0.994370333434412
HONO,0.664090965591948
HONO2,0.167408254688843
T,0.366985225362016
