Names,Scores
N2,0.998161434159883
H2,0.981900236948876
H,0.998525476828822
O,0.99920353030149
O2,0.887557039362011
OH,0.994558160631632
H2O,0.777400239406672
HO2,0.953624410018512
H2O2,0.982022120255445
N,0.997808354103152
NO,0.595120337438964
NH,0.996807497616053
NH2,0.998602462988293
HNO,0.996876836224017
H2NN,0.901197557803004
NO2,0.873581630035077
N2O',0.632342714005847
NNH,0.999364609303072
HONO,0.945741294342684
HONO2,0.300159219337829
T,0.786764064962247
